Date,Product,Sales Amount,Opportunity Status,Customer,Total Sales
2023-06-09,Laptop,2918.3,Pending,Customer_10,18283.97
2023-06-10,Desktop,4785.49,Pending,Customer_32,16779.46
2023-06-10,Laptop,565.56,Won,Customer_56,16779.46
2023-06-10,Laptop,2510.46,Lost,Customer_81,16779.46
2023-06-10,Laptop,4424.05,Won,Customer_97,16779.46
2023-06-10,Tablet,4493.9,Lost,Customer_79,16779.46
2023-06-11,Phone,3686.59,Lost,Customer_36,7189.4
2023-06-11,Phone,3502.81,Won,Customer_52,7189.4
2023-06-12,Desktop,1212.13,Won,Customer_43,6747.56
2023-06-12,Tablet,165.67,Won,Customer_47,6747.56
2023-06-12,Desktop,1483.91,Won,Customer_66,6747.56
2023-06-12,Desktop,3885.85,Won,Customer_55,6747.56
2023-06-13,Laptop,3724.39,Won,Customer_18,8533.75
2023-06-13,Desktop,1156.1,Won,Customer_48,8533.75
2023-06-13,Phone,3653.26,Won,Customer_90,8533.75
2023-06-14,Desktop,3168.26,Won,Customer_36,7954.67
2023-06-14,Tablet,1680.39,Won,Customer_72,7954.67
2023-06-14,Phone,3106.02,Won,Customer_60,7954.67
2023-06-15,Phone,2417.56,Won,Customer_100,2417.56
2023-06-16,Phone,1666.37,Pending,Customer_40,5685.299999999999
2023-06-16,Laptop,4018.93,Pending,Customer_32,5685.299999999999
2023-06-17,Tablet,4876.69,Pending,Customer_81,8125.799999999999
2023-06-17,Phone,3249.11,Lost,Customer_99,8125.799999999999
2023-06-18,Tablet,2308.04,Won,Customer_17,2308.04
2023-06-19,Tablet,1214.05,Lost,Customer_90,12449.87
2023-06-19,Laptop,1419.72,Won,Customer_67,12449.87
2023-06-19,Desktop,4370.83,Won,Customer_32,12449.87
2023-06-19,Tablet,3470.63,Won,Customer_1,12449.87
2023-06-19,Tablet,915.02,Lost,Customer_64,12449.87
2023-06-19,Accessories,1059.62,Won,Customer_30,12449.87
2023-06-20,Tablet,1293.92,Won,Customer_68,1293.92
2023-06-21,Accessories,3052.51,Won,Customer_54,10425.980000000001
2023-06-21,Desktop,1231.06,Pending,Customer_63,10425.980000000001
2023-06-21,Accessories,4790.88,Won,Customer_78,10425.980000000001
2023-06-21,Accessories,1351.53,Lost,Customer_37,10425.980000000001
2023-06-22,Laptop,1777.68,Lost,Customer_24,18121.18
2023-06-22,Phone,2361.08,Won,Customer_56,18121.18
2023-06-22,Tablet,3328.24,Won,Customer_14,18121.18
2023-06-22,Laptop,4114.35,Lost,Customer_11,18121.18
2023-06-22,Tablet,1638.9,Lost,Customer_84,18121.18
2023-06-22,Tablet,4900.93,Won,Customer_67,18121.18
2023-06-23,Desktop,3390.13,Lost,Customer_88,4844.6900000000005
2023-06-23,Desktop,1454.56,Won,Customer_57,4844.6900000000005
2023-06-24,Tablet,4655.07,Lost,Customer_19,4655.07
2023-06-25,Laptop,1668.29,Won,Customer_25,2284.59
2023-06-25,Laptop,616.3,Won,Customer_86,2284.59
2023-06-26,Laptop,2354.8,Won,Customer_61,13152.789999999999
2023-06-26,Laptop,2879.14,Lost,Customer_63,13152.789999999999
2023-06-26,Laptop,3178.37,Won,Customer_90,13152.789999999999
2023-06-26,Desktop,4740.48,Pending,Customer_59,13152.789999999999
2023-06-27,Laptop,1581.99,Won,Customer_87,7815.41
2023-06-27,Accessories,2413.1,Lost,Customer_62,7815.41
2023-06-27,Accessories,3820.32,Won,Customer_11,7815.41
2023-06-28,Laptop,4126.85,Pending,Customer_44,4445.370000000001
2023-06-28,Tablet,318.52,Won,Customer_17,4445.370000000001
2023-06-29,Phone,1158.65,Lost,Customer_2,10526.35
2023-06-29,Desktop,3071.22,Pending,Customer_76,10526.35
2023-06-29,Desktop,3113.39,Won,Customer_55,10526.35
2023-06-29,Tablet,2362.49,Lost,Customer_55,10526.35
2023-06-29,Desktop,820.6,Won,Customer_96,10526.35
2023-06-30,Accessories,4609.46,Pending,Customer_32,7454.35
2023-06-30,Desktop,2844.89,Won,Customer_62,7454.35
2023-07-01,Tablet,3724.68,Won,Customer_15,3724.68
2023-07-02,Desktop,319.78,Won,Customer_44,1534.09
2023-07-02,Accessories,1214.31,Won,Customer_15,1534.09
2023-07-03,Desktop,3676.32,Won,Customer_95,11707.39
2023-07-03,Desktop,3795.84,Won,Customer_24,11707.39
2023-07-03,Desktop,4235.23,Won,Customer_57,11707.39
2023-07-04,Laptop,950.05,Lost,Customer_92,950.05
2023-07-05,Desktop,2834.11,Won,Customer_45,10407.96
2023-07-05,Accessories,3839.46,Pending,Customer_99,10407.96
2023-07-05,Accessories,3734.39,Won,Customer_87,10407.96
2023-07-06,Tablet,578.06,Won,Customer_44,9462.3
2023-07-06,Laptop,3081.58,Won,Customer_81,9462.3
2023-07-06,Accessories,1982.77,Lost,Customer_67,9462.3
2023-07-06,Tablet,1239.96,Won,Customer_28,9462.3
2023-07-06,Desktop,2579.93,Lost,Customer_31,9462.3
2023-07-07,Tablet,3196.88,Lost,Customer_69,7189.43
2023-07-07,Accessories,3125.02,Won,Customer_42,7189.43
2023-07-07,Laptop,867.53,Pending,Customer_60,7189.43
2023-07-08,Laptop,2552.18,Lost,Customer_80,4482.15
2023-07-08,Accessories,1929.97,Lost,Customer_93,4482.15
2023-07-09,Phone,2016.11,Won,Customer_53,10202.07
2023-07-09,Accessories,535.32,Pending,Customer_78,10202.07
2023-07-09,Accessories,1552.8,Lost,Customer_5,10202.07
2023-07-09,Accessories,3383.47,Won,Customer_29,10202.07
2023-07-09,Phone,1252.65,Won,Customer_88,10202.07
2023-07-09,Tablet,1461.72,Won,Customer_50,10202.07
2023-07-10,Accessories,2827.52,Won,Customer_36,8069.700000000001
2023-07-10,Desktop,642.96,Won,Customer_58,8069.700000000001
2023-07-10,Accessories,4599.22,Won,Customer_32,8069.700000000001
2023-07-11,Accessories,911.58,Won,Customer_28,18086.78
2023-07-11,Accessories,2417.2,Lost,Customer_69,18086.78
2023-07-11,Desktop,699.65,Won,Customer_69,18086.78
2023-07-11,Laptop,3288.77,Won,Customer_81,18086.78
2023-07-11,Phone,4129.73,Pending,Customer_57,18086.78
2023-07-11,Accessories,1757.49,Lost,Customer_6,18086.78
2023-07-11,Tablet,4882.36,Lost,Customer_28,18086.78
2023-07-13,Phone,2293.25,Lost,Customer_69,7985.79
2023-07-13,Phone,1993.11,Won,Customer_62,7985.79
2023-07-13,Accessories,3699.43,Won,Customer_78,7985.79
2023-07-14,Tablet,3387.62,Won,Customer_68,10549.619999999999
2023-07-14,Accessories,3405.58,Won,Customer_94,10549.619999999999
2023-07-14,Accessories,3756.42,Won,Customer_23,10549.619999999999
2023-07-15,Desktop,2027.89,Won,Customer_49,5833.59
2023-07-15,Desktop,3805.7,Won,Customer_62,5833.59
2023-07-16,Accessories,2447.44,Won,Customer_99,5481.6
2023-07-16,Laptop,3034.16,Won,Customer_81,5481.6
2023-07-17,Desktop,1400.4,Won,Customer_8,7830.79
2023-07-17,Tablet,2865.76,Won,Customer_1,7830.79
2023-07-17,Accessories,792.26,Won,Customer_96,7830.79
2023-07-17,Laptop,2772.37,Won,Customer_36,7830.79
2023-07-18,Desktop,2674.97,Won,Customer_93,2674.97
2023-07-20,Phone,100.92,Lost,Customer_64,6427.610000000001
2023-07-20,Tablet,3202.63,Lost,Customer_13,6427.610000000001
2023-07-20,Phone,3124.06,Won,Customer_89,6427.610000000001
2023-07-21,Desktop,2703.45,Pending,Customer_28,13285.8
2023-07-21,Phone,2478.26,Won,Customer_73,13285.8
2023-07-21,Desktop,4270.75,Won,Customer_26,13285.8
2023-07-21,Accessories,3833.34,Won,Customer_10,13285.8
2023-07-22,Tablet,3623.48,Won,Customer_87,7794.56
2023-07-22,Phone,2474.55,Won,Customer_17,7794.56
2023-07-22,Laptop,1696.53,Lost,Customer_61,7794.56
2023-07-23,Accessories,3725.93,Won,Customer_64,3725.93
2023-07-24,Phone,4101.74,Lost,Customer_20,5438.049999999999
2023-07-24,Laptop,1336.31,Won,Customer_74,5438.049999999999
2023-07-25,Accessories,3226.13,Won,Customer_8,8118.63
2023-07-25,Desktop,4892.5,Won,Customer_32,8118.63
2023-07-26,Laptop,745.3,Lost,Customer_36,6930.39
2023-07-26,Tablet,2386.38,Won,Customer_24,6930.39
2023-07-26,Tablet,3798.71,Won,Customer_80,6930.39
2023-07-27,Phone,3293.38,Lost,Customer_99,10474.650000000001
2023-07-27,Accessories,4458.02,Won,Customer_95,10474.650000000001
2023-07-27,Accessories,2723.25,Won,Customer_2,10474.650000000001
2023-07-31,Phone,4250.98,Lost,Customer_22,8185.25
2023-07-31,Accessories,3005.77,Won,Customer_18,8185.25
2023-07-31,Phone,928.5,Won,Customer_2,8185.25
2023-08-01,Phone,2417.17,Lost,Customer_22,2944.35
2023-08-01,Accessories,527.18,Won,Customer_76,2944.35
2023-08-02,Phone,4274.02,Won,Customer_75,5973.72
2023-08-02,Tablet,1032.59,Pending,Customer_13,5973.72
2023-08-02,Accessories,667.11,Lost,Customer_4,5973.72
2023-08-03,Laptop,4579.76,Won,Customer_48,12641.71
2023-08-03,Laptop,2225.62,Won,Customer_44,12641.71
2023-08-03,Laptop,2177.33,Won,Customer_64,12641.71
2023-08-03,Tablet,1644.43,Pending,Customer_13,12641.71
2023-08-03,Accessories,2014.57,Won,Customer_31,12641.71
2023-08-04,Desktop,1428.62,Won,Customer_15,5751.16
2023-08-04,Accessories,4322.54,Pending,Customer_75,5751.16
2023-08-05,Laptop,689.21,Won,Customer_72,15654.130000000001
2023-08-05,Accessories,3226.01,Lost,Customer_96,15654.130000000001
2023-08-05,Desktop,1882.1,Won,Customer_6,15654.130000000001
2023-08-05,Tablet,2522.96,Pending,Customer_26,15654.130000000001
2023-08-05,Phone,3354.52,Won,Customer_32,15654.130000000001
2023-08-05,Tablet,3979.33,Won,Customer_35,15654.130000000001
2023-08-06,Tablet,1352.66,Won,Customer_13,13063.14
2023-08-06,Laptop,1887.51,Won,Customer_36,13063.14
2023-08-06,Desktop,2944.33,Pending,Customer_91,13063.14
2023-08-06,Tablet,4756.53,Won,Customer_61,13063.14
2023-08-06,Laptop,2122.11,Won,Customer_46,13063.14
2023-08-08,Desktop,3465.62,Won,Customer_17,14092.33
2023-08-08,Laptop,697.97,Won,Customer_4,14092.33
2023-08-08,Desktop,2769.66,Lost,Customer_58,14092.33
2023-08-08,Laptop,2009.82,Won,Customer_76,14092.33
2023-08-08,Desktop,1240.54,Lost,Customer_21,14092.33
2023-08-08,Phone,2531.22,Won,Customer_39,14092.33
2023-08-08,Laptop,1377.5,Won,Customer_68,14092.33
2023-08-09,Tablet,4011.89,Won,Customer_3,4011.89
2023-08-10,Phone,2970.47,Won,Customer_58,8779.73
2023-08-10,Desktop,935.85,Won,Customer_55,8779.73
2023-08-10,Tablet,4873.41,Won,Customer_18,8779.73
2023-08-11,Tablet,4648.76,Won,Customer_40,17322.27
2023-08-11,Laptop,3419.2,Pending,Customer_88,17322.27
2023-08-11,Phone,3990.55,Won,Customer_36,17322.27
2023-08-11,Accessories,2807.32,Pending,Customer_90,17322.27
2023-08-11,Desktop,2456.44,Won,Customer_22,17322.27
2023-08-12,Accessories,4392.92,Won,Customer_42,11906.86
2023-08-12,Tablet,3144.59,Won,Customer_4,11906.86
2023-08-12,Tablet,918.95,Won,Customer_78,11906.86
2023-08-12,Laptop,3450.4,Won,Customer_13,11906.86
2023-08-13,Laptop,1460.99,Won,Customer_49,7264.51
2023-08-13,Laptop,2555.65,Pending,Customer_94,7264.51
2023-08-13,Accessories,212.18,Lost,Customer_62,7264.51
2023-08-13,Laptop,3035.69,Won,Customer_38,7264.51
2023-08-14,Desktop,4193.85,Won,Customer_20,7731.1900000000005
2023-08-14,Accessories,2119.44,Lost,Customer_49,7731.1900000000005
2023-08-14,Accessories,1417.9,Won,Customer_100,7731.1900000000005
2023-08-15,Desktop,1612.62,Won,Customer_70,8749.71
2023-08-15,Desktop,2676.48,Lost,Customer_84,8749.71
2023-08-15,Laptop,1468.9,Won,Customer_72,8749.71
2023-08-15,Laptop,1954.53,Won,Customer_32,8749.71
2023-08-15,Accessories,1037.18,Won,Customer_73,8749.71
2023-08-16,Laptop,4504.35,Lost,Customer_7,5723.9400000000005
2023-08-16,Laptop,1219.59,Lost,Customer_90,5723.9400000000005
2023-08-17,Tablet,4536.26,Lost,Customer_97,12333.119999999999
2023-08-17,Tablet,3644.68,Lost,Customer_86,12333.119999999999
2023-08-17,Accessories,968.14,Pending,Customer_78,12333.119999999999
2023-08-17,Laptop,1936.54,Won,Customer_60,12333.119999999999
2023-08-17,Accessories,1247.5,Lost,Customer_2,12333.119999999999
2023-08-18,Desktop,4958.78,Won,Customer_72,6806.469999999999
2023-08-18,Desktop,1847.69,Lost,Customer_8,6806.469999999999
2023-08-19,Laptop,2876.22,Won,Customer_92,13636.06
2023-08-19,Laptop,3019.18,Lost,Customer_98,13636.06
2023-08-19,Accessories,2634.47,Lost,Customer_40,13636.06
2023-08-19,Phone,198.13,Won,Customer_16,13636.06
2023-08-19,Laptop,4908.06,Won,Customer_60,13636.06
2023-08-21,Desktop,3716.54,Won,Customer_47,18656.36
2023-08-21,Tablet,1678.86,Won,Customer_36,18656.36
2023-08-21,Desktop,2842.47,Won,Customer_41,18656.36
2023-08-21,Desktop,1637.27,Lost,Customer_59,18656.36
2023-08-21,Laptop,3021.98,Won,Customer_60,18656.36
2023-08-21,Accessories,831.27,Won,Customer_9,18656.36
2023-08-21,Tablet,1523.88,Won,Customer_71,18656.36
2023-08-21,Accessories,3404.09,Won,Customer_98,18656.36
2023-08-22,Accessories,1195.71,Won,Customer_6,1195.71
2023-08-23,Laptop,4109.21,Lost,Customer_75,6031.68
2023-08-23,Laptop,1922.47,Won,Customer_8,6031.68
2023-08-24,Phone,907.64,Lost,Customer_27,3993.4399999999996
2023-08-24,Desktop,1123.43,Won,Customer_73,3993.4399999999996
2023-08-24,Tablet,1962.37,Lost,Customer_53,3993.4399999999996
2023-08-25,Laptop,3712.18,Won,Customer_55,8829.71
2023-08-25,Accessories,974.39,Won,Customer_31,8829.71
2023-08-25,Laptop,4143.14,Won,Customer_56,8829.71
2023-08-26,Phone,4459.29,Won,Customer_16,10812.71
2023-08-26,Accessories,2592.04,Lost,Customer_37,10812.71
2023-08-26,Accessories,3761.38,Won,Customer_63,10812.71
2023-08-27,Accessories,856.18,Lost,Customer_71,7845.4800000000005
2023-08-27,Accessories,1913.26,Lost,Customer_60,7845.4800000000005
2023-08-27,Laptop,2840.01,Won,Customer_2,7845.4800000000005
2023-08-27,Desktop,557.7,Won,Customer_43,7845.4800000000005
2023-08-27,Phone,1678.33,Won,Customer_75,7845.4800000000005
2023-08-28,Desktop,971.06,Won,Customer_59,7341.949999999999
2023-08-28,Laptop,4411.33,Won,Customer_22,7341.949999999999
2023-08-28,Laptop,1959.56,Won,Customer_42,7341.949999999999
2023-08-29,Accessories,2426.94,Won,Customer_71,2426.94
2023-08-30,Tablet,724.52,Won,Customer_57,8911.42
2023-08-30,Desktop,736.15,Won,Customer_43,8911.42
2023-08-30,Laptop,2853.76,Won,Customer_54,8911.42
2023-08-30,Desktop,4596.99,Won,Customer_37,8911.42
2023-08-31,Tablet,2583.51,Lost,Customer_6,4428.82
2023-08-31,Laptop,1845.31,Won,Customer_24,4428.82
2023-09-01,Laptop,3616.42,Won,Customer_71,3616.42
2023-09-03,Accessories,375.07,Lost,Customer_52,738.98
2023-09-03,Tablet,363.91,Won,Customer_14,738.98
2023-09-04,Laptop,406.46,Won,Customer_65,11072.17
2023-09-04,Phone,4208.89,Won,Customer_84,11072.17
2023-09-04,Desktop,2743.83,Won,Customer_24,11072.17
2023-09-04,Tablet,2292.59,Won,Customer_52,11072.17
2023-09-04,Tablet,1039.73,Won,Customer_15,11072.17
2023-09-04,Laptop,380.67,Pending,Customer_22,11072.17
2023-09-06,Desktop,245.37,Won,Customer_68,6396.57
2023-09-06,Tablet,2307.28,Won,Customer_93,6396.57
2023-09-06,Desktop,810.33,Lost,Customer_5,6396.57
2023-09-06,Phone,3033.59,Won,Customer_1,6396.57
2023-09-07,Phone,4655.12,Pending,Customer_34,7110.7
2023-09-07,Tablet,223.2,Pending,Customer_46,7110.7
2023-09-07,Laptop,2232.38,Won,Customer_40,7110.7
2023-09-08,Accessories,3567.67,Won,Customer_47,8313.4
2023-09-08,Tablet,4745.73,Lost,Customer_29,8313.4
2023-09-09,Desktop,1358.73,Won,Customer_62,20911.76
2023-09-09,Phone,4842.0,Won,Customer_6,20911.76
2023-09-09,Accessories,4920.82,Won,Customer_54,20911.76
2023-09-09,Accessories,849.62,Won,Customer_38,20911.76
2023-09-09,Desktop,3649.16,Pending,Customer_82,20911.76
2023-09-09,Phone,2158.58,Won,Customer_14,20911.76
2023-09-09,Phone,3132.85,Won,Customer_15,20911.76
2023-09-10,Accessories,3308.0,Won,Customer_20,14828.78
2023-09-10,Tablet,560.78,Won,Customer_66,14828.78
2023-09-10,Accessories,731.36,Pending,Customer_75,14828.78
2023-09-10,Accessories,3032.8,Won,Customer_99,14828.78
2023-09-10,Accessories,4059.31,Won,Customer_71,14828.78
2023-09-10,Tablet,3136.53,Won,Customer_15,14828.78
2023-09-11,Laptop,3531.23,Won,Customer_95,5925.57
2023-09-11,Desktop,1919.9,Won,Customer_52,5925.57
2023-09-11,Phone,474.44,Lost,Customer_8,5925.57
2023-09-12,Phone,534.96,Won,Customer_85,5326.07
2023-09-12,Tablet,1557.04,Lost,Customer_72,5326.07
2023-09-12,Phone,3234.07,Lost,Customer_70,5326.07
2023-09-13,Laptop,1942.37,Won,Customer_28,5973.91
2023-09-13,Tablet,4031.54,Lost,Customer_18,5973.91
2023-09-14,Laptop,3192.74,Won,Customer_63,7779.25
2023-09-14,Accessories,2287.13,Won,Customer_20,7779.25
2023-09-14,Desktop,2299.38,Won,Customer_65,7779.25
2023-09-15,Tablet,3759.69,Won,Customer_37,4963.29
2023-09-15,Tablet,1203.6,Lost,Customer_38,4963.29
2023-09-16,Phone,3313.05,Won,Customer_16,16722.25
2023-09-16,Laptop,621.08,Lost,Customer_28,16722.25
2023-09-16,Desktop,4562.32,Lost,Customer_77,16722.25
2023-09-16,Desktop,1719.0,Won,Customer_69,16722.25
2023-09-16,Laptop,3797.64,Won,Customer_16,16722.25
2023-09-16,Laptop,2709.16,Won,Customer_80,16722.25
2023-09-17,Laptop,4538.87,Won,Customer_28,5717.969999999999
2023-09-17,Laptop,1179.1,Won,Customer_71,5717.969999999999
2023-09-18,Tablet,2659.98,Pending,Customer_61,5921.9
2023-09-18,Desktop,3261.92,Lost,Customer_56,5921.9
2023-09-19,Phone,4225.65,Won,Customer_97,4543.15
2023-09-19,Phone,317.5,Won,Customer_82,4543.15
2023-09-20,Tablet,1029.5,Pending,Customer_83,1029.5
2023-09-21,Tablet,4717.35,Pending,Customer_99,15173.06
2023-09-21,Phone,4215.82,Won,Customer_21,15173.06
2023-09-21,Phone,3742.78,Won,Customer_58,15173.06
2023-09-21,Desktop,650.29,Won,Customer_11,15173.06
2023-09-21,Laptop,1260.24,Won,Customer_60,15173.06
2023-09-21,Tablet,586.58,Won,Customer_40,15173.06
2023-09-22,Accessories,2180.18,Won,Customer_40,2828.67
2023-09-22,Laptop,648.49,Won,Customer_65,2828.67
2023-09-24,Laptop,2151.05,Won,Customer_21,4861.16
2023-09-24,Phone,2710.11,Lost,Customer_59,4861.16
2023-09-25,Accessories,4904.53,Pending,Customer_44,12961.46
2023-09-25,Desktop,1451.03,Won,Customer_13,12961.46
2023-09-25,Phone,4176.13,Lost,Customer_18,12961.46
2023-09-25,Tablet,1655.9,Pending,Customer_93,12961.46
2023-09-25,Tablet,773.87,Lost,Customer_64,12961.46
2023-09-26,Laptop,1164.32,Won,Customer_21,1164.32
2023-09-27,Desktop,3389.98,Won,Customer_86,3389.98
2023-09-28,Desktop,833.55,Won,Customer_82,7161.66
2023-09-28,Laptop,2739.61,Won,Customer_66,7161.66
2023-09-28,Accessories,925.38,Pending,Customer_46,7161.66
2023-09-28,Accessories,2663.12,Lost,Customer_94,7161.66
2023-09-29,Phone,3310.88,Won,Customer_58,5960.33
2023-09-29,Tablet,2649.45,Lost,Customer_59,5960.33
2023-09-30,Accessories,3766.14,Pending,Customer_76,12148.88
2023-09-30,Accessories,4249.9,Won,Customer_20,12148.88
2023-09-30,Phone,2367.97,Pending,Customer_9,12148.88
2023-09-30,Tablet,1764.87,Won,Customer_42,12148.88
2023-10-01,Laptop,1004.47,Lost,Customer_52,1238.83
2023-10-01,Phone,234.36,Won,Customer_54,1238.83
2023-10-02,Phone,4298.68,Won,Customer_32,7046.9
2023-10-02,Desktop,748.62,Won,Customer_20,7046.9
2023-10-02,Tablet,1999.6,Won,Customer_18,7046.9
2023-10-04,Phone,2272.04,Won,Customer_85,20767.08
2023-10-04,Tablet,4899.8,Lost,Customer_47,20767.08
2023-10-04,Tablet,3616.1,Won,Customer_83,20767.08
2023-10-04,Tablet,2211.22,Won,Customer_8,20767.08
2023-10-04,Phone,2793.12,Won,Customer_21,20767.08
2023-10-04,Desktop,4974.8,Won,Customer_51,20767.08
2023-10-05,Desktop,1255.7,Won,Customer_59,1255.7
2023-10-06,Desktop,2758.47,Won,Customer_63,6302.889999999999
2023-10-06,Accessories,3544.42,Won,Customer_67,6302.889999999999
2023-10-07,Accessories,3923.04,Won,Customer_79,10046.78
2023-10-07,Tablet,2424.25,Won,Customer_13,10046.78
2023-10-07,Accessories,1652.92,Pending,Customer_80,10046.78
2023-10-07,Phone,1110.31,Won,Customer_46,10046.78
2023-10-07,Phone,936.26,Won,Customer_23,10046.78
2023-10-08,Tablet,4423.07,Won,Customer_7,5864.65
2023-10-08,Accessories,1441.58,Won,Customer_48,5864.65
2023-10-09,Laptop,4451.39,Won,Customer_88,9246.09
2023-10-09,Desktop,2490.47,Won,Customer_98,9246.09
2023-10-09,Phone,2304.23,Won,Customer_27,9246.09
2023-10-10,Laptop,3211.3,Pending,Customer_77,14019.41
2023-10-10,Phone,326.01,Won,Customer_46,14019.41
2023-10-10,Laptop,2046.18,Won,Customer_67,14019.41
2023-10-10,Accessories,4495.09,Lost,Customer_74,14019.41
2023-10-10,Laptop,3940.83,Won,Customer_11,14019.41
2023-10-11,Phone,409.23,Won,Customer_77,5703.92
2023-10-11,Accessories,1844.27,Won,Customer_99,5703.92
2023-10-11,Laptop,1271.37,Won,Customer_4,5703.92
2023-10-11,Accessories,2179.05,Lost,Customer_83,5703.92
2023-10-12,Laptop,342.53,Won,Customer_70,4980.42
2023-10-12,Laptop,1413.88,Won,Customer_35,4980.42
2023-10-12,Phone,3224.01,Won,Customer_76,4980.42
2023-10-13,Phone,4379.35,Lost,Customer_32,17651.63
2023-10-13,Tablet,4169.62,Won,Customer_66,17651.63
2023-10-13,Desktop,4834.59,Won,Customer_6,17651.63
2023-10-13,Accessories,1208.12,Won,Customer_19,17651.63
2023-10-13,Tablet,3059.95,Won,Customer_34,17651.63
2023-10-15,Laptop,2493.04,Won,Customer_52,8257.33
2023-10-15,Desktop,4397.98,Won,Customer_53,8257.33
2023-10-15,Phone,1366.31,Pending,Customer_38,8257.33
2023-10-16,Accessories,2422.63,Won,Customer_66,13199.76
2023-10-16,Desktop,4942.55,Won,Customer_93,13199.76
2023-10-16,Desktop,909.94,Won,Customer_73,13199.76
2023-10-16,Accessories,1397.99,Won,Customer_53,13199.76
2023-10-16,Phone,3526.65,Won,Customer_76,13199.76
2023-10-17,Laptop,3218.8,Won,Customer_61,5165.68
2023-10-17,Desktop,1946.88,Won,Customer_1,5165.68
2023-10-19,Desktop,1634.49,Won,Customer_93,4343.7
2023-10-19,Accessories,2709.21,Won,Customer_96,4343.7
2023-10-20,Laptop,3004.78,Won,Customer_15,7855.860000000001
2023-10-20,Accessories,4851.08,Won,Customer_95,7855.860000000001
2023-10-21,Phone,2208.65,Won,Customer_91,8982.43
2023-10-21,Tablet,2094.16,Won,Customer_30,8982.43
2023-10-21,Desktop,2654.05,Won,Customer_95,8982.43
2023-10-21,Desktop,2025.57,Lost,Customer_30,8982.43
2023-10-22,Phone,4768.71,Won,Customer_69,4768.71
2023-10-23,Accessories,4359.37,Won,Customer_87,4359.37
2023-10-25,Accessories,2952.53,Pending,Customer_81,2952.53
2023-10-26,Tablet,984.91,Won,Customer_88,984.91
2023-10-27,Accessories,1990.79,Pending,Customer_42,5671.8
2023-10-27,Desktop,3681.01,Won,Customer_89,5671.8
2023-10-28,Phone,3025.53,Won,Customer_24,9981.31
2023-10-28,Tablet,3265.87,Lost,Customer_39,9981.31
2023-10-28,Tablet,3689.91,Won,Customer_56,9981.31
2023-10-29,Tablet,2481.48,Won,Customer_58,2809.33
2023-10-29,Desktop,327.85,Won,Customer_61,2809.33
2023-10-30,Phone,2674.63,Lost,Customer_3,10379.259999999998
2023-10-30,Laptop,188.2,Won,Customer_59,10379.259999999998
2023-10-30,Phone,4101.94,Won,Customer_4,10379.259999999998
2023-10-30,Accessories,3414.49,Won,Customer_63,10379.259999999998
2023-10-31,Accessories,334.37,Won,Customer_85,8414.75
2023-10-31,Laptop,308.9,Won,Customer_87,8414.75
2023-10-31,Tablet,2621.82,Lost,Customer_17,8414.75
2023-10-31,Tablet,3856.62,Won,Customer_95,8414.75
2023-10-31,Tablet,1293.04,Won,Customer_44,8414.75
2023-11-01,Phone,4050.36,Won,Customer_69,8144.4400000000005
2023-11-01,Tablet,4094.08,Won,Customer_48,8144.4400000000005
2023-11-02,Phone,4468.25,Won,Customer_45,10301.93
2023-11-02,Phone,3457.96,Won,Customer_20,10301.93
2023-11-02,Desktop,2375.72,Won,Customer_21,10301.93
2023-11-03,Laptop,4133.55,Won,Customer_20,4987.13
2023-11-03,Laptop,853.58,Lost,Customer_57,4987.13
2023-11-04,Tablet,2401.24,Won,Customer_62,8113.74
2023-11-04,Desktop,2460.01,Lost,Customer_94,8113.74
2023-11-04,Accessories,3252.49,Lost,Customer_46,8113.74
2023-11-05,Accessories,2792.13,Won,Customer_84,2792.13
2023-11-06,Accessories,2305.61,Won,Customer_11,6178.34
2023-11-06,Accessories,3872.73,Lost,Customer_49,6178.34
2023-11-07,Laptop,1209.12,Won,Customer_17,4122.3099999999995
2023-11-07,Tablet,924.85,Won,Customer_12,4122.3099999999995
2023-11-07,Laptop,1988.34,Won,Customer_79,4122.3099999999995
2023-11-08,Laptop,2305.6,Won,Customer_27,3181.43
2023-11-08,Desktop,233.16,Lost,Customer_16,3181.43
2023-11-08,Tablet,642.67,Won,Customer_86,3181.43
2023-11-09,Laptop,2493.13,Lost,Customer_83,4774.84
2023-11-09,Desktop,2281.71,Won,Customer_20,4774.84
2023-11-10,Laptop,4156.56,Won,Customer_23,7927.880000000001
2023-11-10,Laptop,449.27,Lost,Customer_95,7927.880000000001
2023-11-10,Accessories,3322.05,Won,Customer_87,7927.880000000001
2023-11-11,Desktop,4670.38,Won,Customer_99,7975.58
2023-11-11,Desktop,1390.25,Won,Customer_63,7975.58
2023-11-11,Accessories,1914.95,Pending,Customer_39,7975.58
2023-11-12,Laptop,3987.7,Lost,Customer_84,10917.54
2023-11-12,Phone,2100.7,Won,Customer_75,10917.54
2023-11-12,Accessories,4829.14,Pending,Customer_10,10917.54
2023-11-13,Accessories,504.83,Pending,Customer_28,7401.55
2023-11-13,Phone,1357.8,Won,Customer_66,7401.55
2023-11-13,Laptop,1127.79,Won,Customer_68,7401.55
2023-11-13,Phone,4411.13,Won,Customer_77,7401.55
2023-11-14,Laptop,3890.34,Lost,Customer_78,13708.27
2023-11-14,Laptop,4501.48,Lost,Customer_59,13708.27
2023-11-14,Phone,1204.65,Won,Customer_64,13708.27
2023-11-14,Tablet,4111.8,Won,Customer_72,13708.27
2023-11-15,Desktop,988.46,Won,Customer_91,3685.42
